GHIDRA CLASS FINGERPRINTS
========================================

Total: 694 classes
Features: Gap detection + Large array 'A' handling + Complete patterns
Signatures: b=1byte, w=2bytes, d=4bytes, q=8bytes, A=large array/gap (>32 bytes)
Sorted by: Pattern length (longest first)

cls_0x5a5320_TCharacter   |  2576b | 188f | 220p | AddddddddddddddddddddddddddddddddddddddddddddddddddddddAddddddddddddddddAbddddddddddddddddddddddddddddddqwbbAbAddddddddd...
cls_0x48c730              |    24b |   2f |   5p | ddqdd
cls_0x495b70              |    56b |   2f |   5p | Adqdd
cls_0x4710f0              |   126b |   3f |   5p | dddAw
cls_0x4605c0              |    24b |   4f |   5p | dddqd
cls_0x488160              |    92b |   4f |   5p | dSASd
cls_0x5b5354              |    56b |   3f |   5p | Addqd
cls_0x5a36f8              |    20b |   4f |   5p | ddddd
cls_0x53cbf0              |   110b |   2f |   5p | Adqbb
cls_0x4959f0              |    56b |   2f |   5p | Adqdd
cls_0x496e20              | 32812b |   2f |   5p | Adqdd
cls_0x5b4f30_TPlayScreen  |  1652b |   5f |   5p | Adddd
cls_0x47e770              |  1521b |   3f |   5p | Adddb
cls_0x534ab0              |    32b |   2f |   5p | qqqdd
cls_0x53ea00              |    24b |   4f |   5p | dddqd
cls_0x460c10              |    32b |   1f |   5p | qqqdd
cls_0x46f090              |    24b |   3f |   5p | dqddd
cls_0x53ed70              |    24b |   2f |   5p | ddqdd
cls_0x588370              |   204b |   2f |   5p | Adqdd
cls_0x5a5ff0              |    20b |   4f |   5p | ddddd
cls_0x544630              |   156b |   2f |   5p | Adqdd
cls_0x4cdf30              |   280b |   3f |   5p | dddAd
cls_0x50a550              |   148b |   2f |   5p | qddAd
cls_0x45f6f0              |    16b |   4f |   4p | dddd
cls_0x488140              |    36b |   4f |   4p | Sddd
cls_0x488020              |    33b |   4f |   4p | dSdb
cls_0x49a210              |    16b |   3f |   4p | dddd
cls_0x52d870              |    24b |   2f |   4p | qqdd
cls_0x4485a0              |    16b |   4f |   4p | dddd
cls_0x53f680              |   292b |   2f |   4p | ddAd
cls_0x4acb80              |    24b |   2f |   4p | qqdd
cls_0x4d6000              |   612b |   2f |   4p | AdAd
cls_0x401000              |    16b |   4f |   4p | dddd
cls_0x42d250              |   120b |   2f |   4p | qdAd
cls_0x588350              |    24b |   1f |   4p | qqdd
cls_0x4dbd30              |   204b |   3f |   4p | Addd
cls_0x429950              |     4b |   4f |   4p | bbbb
cls_0x49c830              |   128b |   2f |   4p | AdAd
cls_0x4fba30              |   416b |   3f |   4p | dAdd
cls_0x40e110              |    64b |   2f |   4p | qdAd
cls_0x45b060              |  2500b |   3f |   4p | dAdd
cls_0x445240              |  1416b |   2f |   4p | Addd
cls_0x570760              |    80b |   3f |   4p | Addd
cls_0x57bd90              |    16b |   3f |   4p | dddd
cls_0x49a610              |    16b |   3f |   4p | dddd
cls_0x56f930              |    16b |   3f |   4p | dddd
cls_0x508290              |   412b |   3f |   4p | dAdd
cls_0x41c700              |    16b |   4f |   4p | dddd
cls_0x5b9f34              |    80b |   4f |   4p | Addd
cls_0x540ad0              |    24b |   2f |   4p | qqdd
cls_0x411890              |    88b |   3f |   4p | ddAd
cls_0x499560              |    16b |   3f |   4p | dddd
cls_0x429fd0              |    16b |   4f |   4p | dddd
cls_0x411e40              |    88b |   3f |   4p | ddAd
cls_0x51f330              |    20b |   2f |   4p | dqdd
cls_0x57be50              |    16b |   4f |   4p | dddd
cls_0x48f870              |    72b |   3f |   4p | dAdd
cls_0x5216e0              |   400b |   3f |   4p | dAdd
cls_0x573c20              |    20b |   2f |   4p | ddqd
cls_0x502b40              |   396b |   3f |   4p | dAdd
cls_0x51a320              |   852b |   2f |   4p | Awwd
cls_0x4974d0              | 16392b |   3f |   4p | ddAd
cls_0x41c720              |    16b |   4f |   4p | dddd
cls_0x461ed0              |    20b |   2f |   4p | dqdd
cls_0x51fec0              |    20b |   2f |   4p | dqdd
cls_0x48e620              |    28b |   1f |   4p | qqqd
cls_0x49a250              |    16b |   3f |   4p | dddd
cls_0x56f3c0              |    16b |   3f |   4p | dddd
cls_0x48fbe0              |    72b |   3f |   4p | dAdd
cls_0x587f60              |    24b |   2f |   4p | qqdd
cls_0x4ce290              |   228b |   3f |   4p | dwAd
cls_0x57bd10              |    16b |   4f |   4p | dddd
cls_0x4a1120              |    20b |   2f |   4p | dqdd
cls_0x43dd50              |   112b |   2f |   4p | Adqd
cls_0x5883a0              |   208b |   2f |   4p | Addd
cls_0x532210              |   412b |   3f |   4p | Awwd
cls_0x49a5c0              |    16b |   4f |   4p | dddd
cls_0x539230              |    24b |   2f |   4p | dqqd
cls_0x4a4f50              |    16b |   3f |   4p | dddd
cls_0x56f720              |    16b |   3f |   4p | dddd
cls_0x5706e0              |    80b |   3f |   4p | Addd
cls_0x540870              |    20b |   2f |   4p | dqdd
cls_0x5b9f58              |    16b |   3f |   4p | dddd
cls_0x5a36e0              |    16b |   3f |   4p | dddd
cls_0x532f40              |   412b |   3f |   4p | Awwd
cls_0x41c7b0              |    24b |   2f |   4p | qqdd
cls_0x444e00              |    16b |   4f |   4p | dddd
cls_0x46d6b0              |  1032b |   3f |   4p | ddAd
cls_0x4119a0              |    88b |   3f |   4p | ddAd
cls_0x501770              |   392b |   2f |   3p | dAd
cls_0x588140              |    10b |   1f |   3p | qbb
cls_0x50ad90              |   136b |   2f |   3p | Add
cls_0x507510              |   404b |   2f |   3p | dAd
cls_0x51ffa0              |     8b |   2f |   3p | wwd
cls_0x4f56d0              |    12b |   2f |   3p | ddd
cls_0x4919c0              |    68b |   2f |   3p | dAd
cls_0x4186d0              |    16b |   1f |   3p | qdd
cls_0x4ffbd0              |   392b |   2f |   3p | dAd
cls_0x53cbd0              |   104b |   2f |   3p | Add
cls_0x4bc260              |   144b |   2f |   3p | dAd
cls_0x5736b0              |    20b |   1f |   3p | qqd
cls_0x438ea0              |    12b |   3f |   3p | ddd
cls_0x56c730              |    12b |   3f |   3p | ddd
cls_0x492080              |    12b |   3f |   3p | ddd
cls_0x4782a0              |     8b |   3f |   3p | wwd
cls_0x59c0f3              |    12b |   3f |   3p | ddd
cls_0x4780a0              |     8b |   2f |   3p | wwd
cls_0x450bd0              |   128b |   2f |   3p | Add
cls_0x45f7a0              |    12b |   3f |   3p | ddd
cls_0x5799a0              |   304b |   2f |   3p | dAd
cls_0x4453b0              |   156b |   2f |   3p | dAd
cls_0x51da60              |   256b |   2f |   3p | dAd
cls_0x48eb40              |    72b |   2f |   3p | Add
cls_0x5a3b24              |   152b |   3f |   3p | Add
cls_0x587e30              |    12b |   3f |   3p | ddd
cls_0x495c20              |    64b |   2f |   3p | dAd
cls_0x49ce40              |    12b |   3f |   3p | ddd
cls_0x59b976              |    16b |   2f |   3p | dqd
cls_0x4fc810              |   392b |   2f |   3p | dAd
cls_0x492380              |    20b |   1f |   3p | qqd
cls_0x56fb40              |    12b |   2f |   3p | ddd
cls_0x477d10              |     8b |   2f |   3p | wwd
cls_0x4186c0              |    16b |   1f |   3p | qdd
cls_0x579280              |   304b |   2f |   3p | dAd
cls_0x4cd4e0              |   256b |   2f |   3p | dAd
cls_0x5a67e8              |   152b |   3f |   3p | Add
cls_0x52c5c0              |   104b |   2f |   3p | Add
cls_0x4782d0              |    12b |   3f |   3p | ddd
cls_0x4e2fa0              |   392b |   2f |   3p | dAd
cls_0x4741b0              |     8b |   3f |   3p | wwd
cls_0x498eb0              |    16b |   2f |   3p | qdd
cls_0x51dac0              |   256b |   2f |   3p | dAd
cls_0x47f540              |    12b |   2f |   3p | ddd
cls_0x5b9bf0              |   336b |   3f |   3p | Add
cls_0x5370c0              |    12b |   3f |   3p | ddd
cls_0x45f6c0              |    12b |   3f |   3p | ddd
cls_0x51ff30              |     8b |   2f |   3p | wwd
cls_0x406070              |    44b |   2f |   3p | dAd
cls_0x4fe9e0              |   404b |   2f |   3p | dAd
cls_0x543de0              |   388b |   2f |   3p | dAd
cls_0x51fe50              |   876b |   2f |   3p | dAd
cls_0x4c58f0              |   456b |   2f |   3p | Add
cls_0x533250              |     8b |   3f |   3p | wwd
cls_0x4785e0              |     8b |   2f |   3p | wwd
cls_0x4e6620              |   220b |   2f |   3p | dAd
cls_0x5b2764              |    14b |   1f |   3p | qdw
cls_0x52c3d0              |   104b |   2f |   3p | Add
cls_0x59b88e              |    16b |   2f |   3p | dqd
cls_0x50a580              |    16b |   1f |   3p | qdd
cls_0x51ff80              |    12b |   3f |   3p | ddd
cls_0x406000              |    44b |   2f |   3p | dAd
cls_0x42aa60              |    96b |   2f |   3p | dAd
cls_0x4fcd20              |   392b |   2f |   3p | dAd
cls_0x41c750              |    12b |   3f |   3p | ddd
cls_0x49a2e0              |    12b |   2f |   3p | ddd
cls_0x534a90              |    88b |   2f |   3p | Add
cls_0x46ce40              |    32b |   3f |   3p | Sdd
cls_0x429970              |     8b |   2f |   3p | wwd
cls_0x533280              |     8b |   2f |   3p | wwd
cls_0x543e20              |   384b |   2f |   3p | dAd
cls_0x478320              |     8b |   3f |   3p | wwd
cls_0x4489a0              |    12b |   2f |   3p | ddd
cls_0x4d55f0              |   284b |   2f |   3p | dAd
cls_0x4bc280              |   144b |   2f |   3p | dAd
cls_0x5725a0              |     8b |   2f |   2p | dd
cls_0x574310              |    60b |   1f |   2p | Ad
cls_0x573e70              |     8b |   2f |   2p | dd
cls_0x588020              |     8b |   2f |   2p | dd
cls_0x411a20              |    96b |   1f |   2p | Ad
cls_0x4f54d0              |   288b |   1f |   2p | Ad
cls_0x521c80              |   220b |   1f |   2p | Ad
cls_0x488c10              |    32b |   1f |   2p | qS
cls_0x4dad70              |     8b |   1f |   2p | dd
cls_0x495c80              |     8b |   2f |   2p | dd
cls_0x5b9f40              |    44b |   1f |   2p | Ad
cls_0x56c720              |     8b |   2f |   2p | dd
cls_0x47f310              |  1660b |   1f |   2p | Ad
cls_0x530af0              |   384b |   1f |   2p | Ad
cls_0x5ba0a0              |    60b |   1f |   2p | dA
cls_0x57b200              |   420b |   1f |   2p | Ad
cls_0x4da8f0              |    60b |   1f |   2p | Ad
cls_0x47ea00              |  1684b |   1f |   2p | Ad
cls_0x588390              |  1724b |   1f |   2p | Ad
cls_0x4d8b90              |     8b |   1f |   2p | dd
cls_0x587f20              |    68b |   1f |   2p | Ad
cls_0x4acee0              |     4b |   2f |   2p | ww
cls_0x5742f0              |    60b |   1f |   2p | Ad
cls_0x40c300              |    80b |   1f |   2p | Ad
cls_0x4942b0              |    80b |   1f |   2p | Ad
cls_0x40ef40              |    88b |   1f |   2p | Ad
cls_0x587ed0              |    12b |   1f |   2p | qd
cls_0x4923b0              |    12b |   1f |   2p | qd
cls_0x4aaeb0              |   124b |   1f |   2p | Ad
cls_0x587ee0              |    12b |   1f |   2p | qd
cls_0x48cc90              |   364b |   1f |   2p | Ad
cls_0x588050              |     8b |   2f |   2p | dd
cls_0x5b99d0              |     8b |   1f |   2p | dd
cls_0x47e910              |  1664b |   1f |   2p | Ad
cls_0x4c00b0              |   220b |   1f |   2p | Ad
cls_0x40f240              |    88b |   1f |   2p | Ad
cls_0x4925b0              |     8b |   1f |   2p | dd
cls_0x45f660              |     8b |   2f |   2p | dd
cls_0x5a3aac              |     8b |   1f |   2p | dd
cls_0x5a4510              |   156b |   1f |   2p | Ad
cls_0x4dae50              |     8b |   1f |   2p | dd
cls_0x4787c0              |     8b |   2f |   2p | dd
cls_0x47e9e0              |  1684b |   1f |   2p | Ad
cls_0x5a4868              |     8b |   1f |   2p | dd
cls_0x447200              |     8b |   1f |   2p | dd
cls_0x47f2d0              |  1656b |   1f |   2p | Ad
cls_0x587ef0              |    55b |   1f |   2p | Ab
cls_0x42aaf0              |     8b |   2f |   2p | dd
cls_0x478740              |     8b |   2f |   2p | dd
cls_0x487790              |    28b |   1f |   2p | dS
cls_0x4d81e0              |     8b |   1f |   2p | dd
cls_0x4942a0              |    80b |   1f |   2p | Ad
cls_0x573e20              |     8b |   2f |   2p | dd
cls_0x5a50e4              |     8b |   1f |   2p | dd
cls_0x4dad20              |     8b |   1f |   2p | dd
cls_0x4883a0              |    28b |   2f |   2p | dS
cls_0x587f10              |    68b |   1f |   2p | Ad
cls_0x411a00              |    92b |   1f |   2p | Ad
cls_0x494c20              |     8b |   1f |   2p | dd
cls_0x41c780              |     8b |   1f |   2p | dd
cls_0x491b70              |    92b |   1f |   2p | Ad
cls_0x4daae0              |     8b |   2f |   2p | dd
cls_0x478720              |     8b |   2f |   2p | dd
cls_0x49ce00              |     8b |   1f |   2p | dd
cls_0x4461c0              |    54b |   1f |   2p | Ab
cls_0x588360              |    76b |   1f |   2p | Ad
cls_0x4875e0              |    28b |   1f |   2p | dS
cls_0x41d600              |     8b |   1f |   2p | dd
cls_0x5a495c              |     8b |   1f |   2p | dd
cls_0x573e90              |     8b |   2f |   2p | dd
cls_0x49beb0              |    52b |   1f |   2p | Ad
cls_0x4dacd0              |     8b |   1f |   2p | dd
cls_0x572e00              |    44b |   1f |   2p | Ad
cls_0x40ef10              |    88b |   1f |   2p | Ad
cls_0x587f00              |   136b |   1f |   2p | Ad
cls_0x59c1b1              |    12b |   1f |   2p | qd
cls_0x5a359c              |     8b |   1f |   2p | dd
cls_0x573670              |     8b |   1f |   2p | dd
cls_0x4dac30              |     8b |   1f |   2p | dd
cls_0x5b9374              |   112b |   1f |   1p | A
cls_0x5a3980              |   144b |   1f |   1p | A
cls_0x4e2fe0              |     4b |   1f |   1p | d
cls_0x515510              |     4b |   1f |   1p | d
cls_0x415ec0              |     4b |   1f |   1p | d
cls_0x4f7420              |     4b |   1f |   1p | d
cls_0x573df0              |     4b |   1f |   1p | d
cls_0x51da00              |     4b |   1f |   1p | d
cls_0x579780              |     4b |   1f |   1p | d
cls_0x4163b0              |     4b |   1f |   1p | d
cls_0x415b30              |     4b |   1f |   1p | d
cls_0x4f76e0              |     4b |   1f |   1p | d
cls_0x56ca60              |     4b |   1f |   1p | d
cls_0x418780              |     4b |   1f |   1p | d
cls_0x5b9ef8              |    60b |   1f |   1p | A
cls_0x4f7380              |     4b |   1f |   1p | d
cls_0x416430              |     4b |   1f |   1p | d
cls_0x51d9a0              |     4b |   1f |   1p | d
cls_0x411eb0_T3DScene     |     4b |   1f |   1p | d
cls_0x5723a0              |     4b |   1f |   1p | d
cls_0x487a50              |    24b |   1f |   1p | S
cls_0x4f7960              |     4b |   1f |   1p | d
cls_0x412870              |     4b |   1f |   1p | d
cls_0x5b96f4              |   112b |   1f |   1p | A
cls_0x5a3ee4              |   144b |   1f |   1p | A
cls_0x499710              |     4b |   1f |   1p | d
cls_0x419dd0              |     4b |   1f |   1p | d
cls_0x415e90              |     4b |   1f |   1p | d
cls_0x41cdc0              |     4b |   1f |   1p | d
cls_0x49c9b0              |     4b |   1f |   1p | d
cls_0x56fdd0              |     4b |   1f |   1p | d
cls_0x412330              |     4b |   1f |   1p | d
cls_0x415a40              |     4b |   1f |   1p | d
cls_0x418580              |    24b |   1f |   1p | S
cls_0x411e90              |     4b |   1f |   1p | d
cls_0x4483f0              |    24b |   1f |   1p | S
cls_0x415ad0              |     4b |   1f |   1p | d
cls_0x495bc0              |     4b |   1f |   1p | d
cls_0x587fb0              |     4b |   1f |   1p | d
cls_0x57b880              |     4b |   1f |   1p | d
cls_0x5a6858              |   144b |   1f |   1p | A
cls_0x445150              |     4b |   1f |   1p | d
cls_0x56fe20              |     4b |   1f |   1p | d
cls_0x4f74c0              |     4b |   1f |   1p | d
cls_0x4bd970              |     4b |   1f |   1p | d
cls_0x478370              |    24b |   1f |   1p | S
cls_0x4164c0              |     4b |   1f |   1p | d
cls_0x4159c0              |     4b |   1f |   1p | d
cls_0x4f78a0              |     4b |   1f |   1p | d
cls_0x5ba038              |    60b |   1f |   1p | A
cls_0x49a0a0              |    24b |   1f |   1p | S
cls_0x49e370              |     4b |   1f |   1p | d
cls_0x436d70              |     4b |   1f |   1p | d
cls_0x56fe30              |     2b |   1f |   1p | w
cls_0x57bcc0              |     4b |   1f |   1p | d
cls_0x587f80              |     4b |   1f |   1p | d
cls_0x5a35ac_T3DImagery   |   196b |   1f |   1p | A
cls_0x4a1050              |    24b |   1f |   1p | S
cls_0x4878f0              |    24b |   1f |   1p | S
cls_0x515430              |     4b |   1f |   1p | d
cls_0x51e5c0              |     4b |   1f |   1p | d
cls_0x523960              |     4b |   1f |   1p | d
cls_0x49cbf0              |     4b |   1f |   1p | d
cls_0x4f7310              |     4b |   1f |   1p | d
cls_0x4450f0              |     4b |   1f |   1p | d
cls_0x5a3e7c              |   144b |   1f |   1p | A
cls_0x415fa0              |     4b |   1f |   1p | d
cls_0x4161f0              |     4b |   1f |   1p | d
cls_0x494a80              |     4b |   1f |   1p | d
cls_0x487810              |    24b |   1f |   1p | S
cls_0x50fa80              |     4b |   1f |   1p | d
cls_0x56ff60              |     4b |   1f |   1p | d
cls_0x4fe3f0              |     4b |   1f |   1p | d
cls_0x5155b0              |     4b |   1f |   1p | d
cls_0x49e350              |     4b |   1f |   1p | d
cls_0x56fc00              |     4b |   1f |   1p | d
cls_0x415a00              |     4b |   1f |   1p | d
cls_0x56ff70              |     4b |   1f |   1p | d
cls_0x4bddc0              |     4b |   1f |   1p | d
cls_0x57b870              |    56b |   1f |   1p | A
cls_0x56fef0              |     2b |   1f |   1p | w
cls_0x414310              |     4b |   1f |   1p | d
cls_0x4bdbb0              |     4b |   1f |   1p | d
cls_0x494a50              |     4b |   1f |   1p | d
cls_0x51d9e0              |     4b |   1f |   1p | d
cls_0x46ce20              |     4b |   1f |   1p | d
cls_0x575e80              |     4b |   1f |   1p | d
cls_0x4f7600              |     4b |   1f |   1p | d
cls_0x40cc10              |     4b |   1f |   1p | d
cls_0x49a190              |    24b |   1f |   1p | S
cls_0x50fc20              |     4b |   1f |   1p | d
cls_0x56fc70              |     4b |   1f |   1p | d
cls_0x416370              |     4b |   1f |   1p | d
cls_0x5725c0              |     4b |   1f |   1p | d
cls_0x4f7830              |     4b |   1f |   1p | d
cls_0x5a6b68              |   276b |   1f |   1p | A
cls_0x49c960              |     4b |   1f |   1p | d
cls_0x418570              |    24b |   1f |   1p | S
cls_0x499720              |     4b |   1f |   1p | d
cls_0x51a5b0              |     4b |   1f |   1p | d
cls_0x4bd8c0              |     4b |   1f |   1p | d
cls_0x49c970              |     4b |   1f |   1p | d
cls_0x56ca50              |     4b |   1f |   1p | d
cls_0x49e330              |     4b |   1f |   1p | d
cls_0x473e40              |     4b |   1f |   1p | d
cls_0x573e40              |     4b |   1f |   1p | d
