# cls	kind	count	value
cls_0x495a50	num	1	36
cls_0x495a50	num	1	52
cls_0x495a50	num	1	56
cls_0x495a50	meth	1	meth_0x495a50:d():28
cls_0x495ab0	sum	1	fields=2 methods=1 lines=68
cls_0x495ab0	num	1	36
cls_0x495ab0	num	1	52
cls_0x495ab0	num	1	56
cls_0x495ab0	meth	1	meth_0x495ab0:v(d):55
cls_0x495b20	sum	1	fields=2 methods=1 lines=41
cls_0x495b20	num	1	36
cls_0x495b20	num	1	52
cls_0x495b20	num	1	56
cls_0x495b20	meth	1	meth_0x495b20:d():28
cls_0x495b70	sum	1	fields=2 methods=1 lines=36
cls_0x495b70	num	1	36
cls_0x495b70	num	1	52
cls_0x495b70	num	1	56
cls_0x495b70	meth	1	meth_0x495b70:d():23
cls_0x495bc0	sum	1	fields=1 methods=0 lines=12
cls_0x495c20	sum	1	fields=2 methods=1 lines=52
cls_0x495c20	num	1	60
cls_0x495c20	meth	1	meth_0x495c20:d():39
cls_0x495c80	sum	1	fields=2 methods=0 lines=13
cls_0x495cf0	sum	1	fields=16 methods=7 lines=685
cls_0x495cf0	str	2	Unable_to_reload_script_file___s
cls_0x495cf0	str	2	Updated___s__script
cls_0x495cf0	str	2	s_s__s
cls_0x495cf0	str	1	Expected_gamestate_identifier_in
cls_0x495cf0	str	1	String
cls_0x495cf0	str	1	Unable_to_find_game_script_file
cls_0x495cf0	str	1	Unable_to_load_MASTER_S_file
cls_0x495cf0	str	1	Unable_to_load_STATE_DEF_file
cls_0x495cf0	api	1	_strncpy
cls_0x495cf0	num	5	0x48
cls_0x495cf0	num	3	0x3fffffff
cls_0x495cf0	num	3	260
cls_0x495cf0	num	2	0x2000
cls_0x495cf0	num	2	0x58
cls_0x495cf0	num	2	0x65bd48
cls_0x495cf0	num	2	0x7f
cls_0x495cf0	num	1	00496240
cls_0x495cf0	num	1	00496490
cls_0x495cf0	num	1	00496860
cls_0x495cf0	num	1	0x00495e43
cls_0x495cf0	num	1	0x00495e4c
cls_0x495cf0	num	1	0x00495e4e
cls_0x495cf0	num	1	0x00495e6f
cls_0x495cf0	num	1	0x00495e71
cls_0x495cf0	num	1	0x00495e83
cls_0x495cf0	num	1	0x00495e85
cls_0x495cf0	num	1	0x00495e8a
cls_0x495cf0	num	1	0x00495e8c
cls_0x495cf0	num	1	0x00495ea8
cls_0x495cf0	num	1	0x00495eb1
cls_0x495cf0	num	1	0x00495eb8
cls_0x495cf0	num	1	0x00495ecd
cls_0x495cf0	num	1	0x00495f0a
cls_0x495cf0	num	1	0x00495f2a
cls_0x495cf0	num	1	0x00495f40
cls_0x495cf0	num	1	0x00495f46
cls_0x495cf0	num	1	0x00495f5a
cls_0x495cf0	num	1	0x00495f5d
cls_0x495cf0	num	1	0x38
cls_0x495cf0	num	1	0x4c
cls_0x495cf0	num	1	0x84
cls_0x495cf0	num	1	0xfffffffe
cls_0x495cf0	num	1	16388
cls_0x495cf0	num	1	32772
cls_0x495cf0	num	1	32776
cls_0x495cf0	num	1	32780
cls_0x495cf0	num	1	32788
cls_0x495cf0	num	1	32792
cls_0x495cf0	num	1	32796
cls_0x495cf0	num	1	32800
cls_0x495cf0	num	1	32808
cls_0x495cf0	num	1	32812
cls_0x495cf0	num	1	32816
cls_0x495cf0	num	1	32820
cls_0x495cf0	num	1	32828
cls_0x495cf0	num	1	32832
cls_0x495cf0	num	1	32836
cls_0x495cf0	meth	1	meth_0x495cf0:v():61
cls_0x495cf0	meth	1	meth_0x496240:d():63
cls_0x495cf0	meth	1	meth_0x496490:d():85
cls_0x495cf0	meth	1	meth_0x4967a0:v():39
cls_0x495cf0	meth	1	meth_0x496860:v(p,d):295
cls_0x495cf0	meth	1	meth_0x496f20:v(d):63
cls_0x495cf0	meth	1	meth_0x4970b0:v():30
cls_0x496330	sum	1	fields=13 methods=2 lines=159
cls_0x496330	str	1	Revenant_Scrip
cls_0x496330	str	1	master_s
cls_0x496330	str	1	state_def
cls_0x496330	num	2	0x65bd48
cls_0x496330	num	2	260
cls_0x496330	num	1	00496330
cls_0x496330	num	1	00496690
cls_0x496330	num	1	0x38
cls_0x496330	num	1	0x3fffffff
cls_0x496330	num	1	16388
cls_0x496330	num	1	32772
cls_0x496330	num	1	32776
cls_0x496330	num	1	32788
cls_0x496330	num	1	32792
cls_0x496330	num	1	32796
cls_0x496330	num	1	32800
cls_0x496330	num	1	32808
cls_0x496330	num	1	32812
cls_0x496330	num	1	32816
cls_0x496330	num	1	32828
cls_0x496330	num	1	32832
cls_0x496330	num	1	32836
cls_0x496330	meth	1	meth_0x496330:v():87
cls_0x496330	meth	1	meth_0x496690:d(d):48
cls_0x496e20	sum	1	fields=2 methods=1 lines=52
cls_0x496e20	num	1	32792
cls_0x496e20	num	1	32808
cls_0x496e20	num	1	32812
cls_0x496e20	meth	1	meth_0x496e20:v():39
cls_0x497120	sum	1	fields=3 methods=1 lines=140
cls_0x497120	str	1	OBJECT__s_BEGIN_END
cls_0x497120	str	1	String
cls_0x497120	num	1	00497120
cls_0x497120	num	1	0x2000
cls_0x497120	num	1	0x4c
cls_0x497120	num	1	0xe8
cls_0x497120	num	1	32772
cls_0x497120	num	1	32788
cls_0x497120	num	1	32792
cls_0x497120	num	1	32796
cls_0x497120	meth	1	meth_0x497120:p(d,d,d):126
cls_0x497370	sum	1	fields=3 methods=1 lines=72
cls_0x497370	num	2	0xe8
cls_0x497370	num	1	00497370
cls_0x497370	num	1	0x38
cls_0x497370	num	1	0x4c
cls_0x497370	num	1	32772
cls_0x497370	num	1	32788
cls_0x497370	num	1	32792
cls_0x497370	num	1	32796
cls_0x497370	meth	1	meth_0x497370:p():58
cls_0x4974d0	sum	1	fields=3 methods=1 lines=87
cls_0x4974d0	num	1	0x1000
cls_0x4974d0	num	1	16388
cls_0x4974d0	num	1	16392
cls_0x4974d0	num	1	52
cls_0x4974d0	meth	1	meth_0x4974d0:d():73
cls_0x4975d0	sum	1	fields=4 methods=6 lines=342
cls_0x4975d0	num	10	0x24
cls_0x4975d0	num	10	0x34
cls_0x4975d0	num	5	0x38
cls_0x4975d0	num	5	0x4c
cls_0x4975d0	num	2	20000000
cls_0x4975d0	num	1	00497700
cls_0x4975d0	num	1	00497800
cls_0x4975d0	num	1	00497910
cls_0x4975d0	num	1	0xfeced300
cls_0x4975d0	num	1	16388
cls_0x4975d0	num	1	32772
cls_0x4975d0	num	1	32788
cls_0x4975d0	num	1	32792
cls_0x4975d0	meth	1	meth_0x4975d0:d():45
cls_0x4975d0	meth	1	meth_0x497700:v(d,d):50
cls_0x4975d0	meth	1	meth_0x497800:d(d):49
cls_0x4975d0	meth	1	meth_0x497910:v(d,p):86
cls_0x4975d0	meth	1	meth_0x497a30:d(d):49
cls_0x4975d0	meth	1	meth_0x497b40:d(d):48
cls_0x497c40	sum	1	fields=2 methods=1 lines=94
cls_0x497c40	num	4	0x1c
cls_0x497c40	num	1	0x14
cls_0x497c40	num	1	0x18
cls_0x497c40	num	1	0x24
cls_0x497c40	num	1	0x28
cls_0x497c40	num	1	0x2c
cls_0x497c40	num	1	0x30
cls_0x497c40	num	1	0x3c
cls_0x497c40	num	1	0xd8
cls_0x497c40	num	1	0xdc
cls_0x497c40	num	1	0xe0
cls_0x497c40	num	1	32772
cls_0x497c40	num	1	32788
cls_0x497c40	num	1	32792
cls_0x497c40	meth	1	meth_0x497c40:v():81
cls_0x497e00	sum	1	fields=2 methods=1 lines=64
cls_0x497e00	num	3	0xd4
cls_0x497e00	num	3	0xe4
cls_0x497e00	num	2	0x44
cls_0x497e00	num	1	32792
cls_0x497e00	num	1	32808
cls_0x497e00	num	1	32812
cls_0x497e00	meth	1	meth_0x497e00:v(d):51
cls_0x498eb0	sum	1	fields=2 methods=2 lines=82
cls_0x498eb0	num	6	0x400
cls_0x498eb0	num	4	0x3ff
cls_0x498eb0	num	2	0x600
cls_0x498eb0	meth	1	meth_0x498eb0:v():42
cls_0x498eb0	meth	1	meth_0x498f60:v():27
cls_0x499500	sum	1	fields=6 methods=1 lines=42
cls_0x499500	num	1	00499500
cls_0x499500	num	1	152
cls_0x499500	num	1	172
cls_0x499500	num	1	200
cls_0x499500	num	1	252
cls_0x499500	num	1	268
cls_0x499500	num	1	272
cls_0x499500	num	1	276
cls_0x499500	meth	1	meth_0x499500:v():25
cls_0x499560	sum	1	fields=3 methods=1 lines=119
cls_0x499560	num	4	0x3ff
cls_0x499560	num	1	00499560
cls_0x499560	num	1	0x400
cls_0x499560	meth	1	meth_0x499560:v(d,d,d,d,d,d,d,d,d):105
cls_0x499710	sum	1	fields=1 methods=1 lines=30
cls_0x499710	num	1	00499710
cls_0x499710	num	1	0x800
cls_0x499710	meth	1	meth_0x499710:v():18
cls_0x499720	sum	1	fields=1 methods=2 lines=48
cls_0x499720	num	2	0x3ff
cls_0x499720	num	1	00499720
cls_0x499720	num	1	00499750
cls_0x499720	meth	1	meth_0x499720:?(d):15
cls_0x499720	meth	1	meth_0x499750:v(d,d):21
cls_0x49a0a0	sum	1	fields=0 methods=0 lines=37
cls_0x49a0a0	num	2	24
cls_0x49a190	sum	1	fields=0 methods=0 lines=23
cls_0x49a190	num	2	24
cls_0x49a210	sum	1	fields=3 methods=1 lines=52
cls_0x49a210	meth	1	meth_0x49a1d0:p():38
cls_0x49a250	sum	1	fields=3 methods=1 lines=30
cls_0x49a250	meth	1	meth_0x49a250:d():16
cls_0x49a270	sum	1	fields=7 methods=1 lines=49
cls_0x49a270	num	1	0x60
cls_0x49a270	num	1	36
cls_0x49a270	num	1	60
cls_0x49a270	num	1	68
cls_0x49a270	meth	1	meth_0x49a270:d():31
cls_0x49a2e0	sum	1	fields=2 methods=2 lines=48
cls_0x49a2e0	meth	1	meth_0x49a2e0:v():14
cls_0x49a2e0	meth	1	meth_0x49a560:v():21
cls_0x49a300	sum	1	fields=9 methods=4 lines=151
cls_0x49a300	num	1	24
cls_0x49a300	num	1	28
cls_0x49a300	num	1	48
cls_0x49a300	num	1	52
cls_0x49a300	num	1	56
cls_0x49a300	num	1	60
cls_0x49a300	meth	1	meth_0x49a300:v():36
cls_0x49a300	meth	1	meth_0x49a480:d():22
cls_0x49a300	meth	1	meth_0x49a4d0:v():51
cls_0x49a300	meth	1	meth_0x49a590:d():22
cls_0x49a380	sum	1	fields=7 methods=1 lines=95
cls_0x49a380	num	2	0x60
cls_0x49a380	num	1	20
cls_0x49a380	num	1	68
cls_0x49a380	meth	1	meth_0x49a380:v():77
cls_0x49a5c0	sum	1	fields=4 methods=1 lines=44
cls_0x49a5c0	num	2	0x60
cls_0x49a5c0	meth	1	meth_0x49a5c0:v():29
cls_0x49a610	sum	1	fields=3 methods=1 lines=42
cls_0x49a610	num	2	0x60
cls_0x49a610	meth	1	meth_0x49a610:v():28
cls_0x49ab30	sum	1	fields=12 methods=1 lines=134
cls_0x49ab30	str	1	EAX_damping
cls_0x49ab30	str	1	EAX_decay_time
cls_0x49ab30	str	1	EAX_effect_volume
cls_0x49ab30	num	1	124
cls_0x49ab30	num	1	24
cls_0x49ab30	num	1	28
cls_0x49ab30	num	1	44
cls_0x49ab30	num	1	48
cls_0x49ab30	num	1	52
cls_0x49ab30	num	1	60
cls_0x49ab30	meth	1	meth_0x49ab30:v():111
cls_0x49b4f0	sum	1	fields=2 methods=0 lines=13
cls_0x49b4f0	num	1	28
cls_0x49b4f0	num	1	44
cls_0x49b4f0	num	1	48
cls_0x49beb0	sum	1	fields=1 methods=1 lines=27
cls_0x49beb0	num	1	48
cls_0x49beb0	num	1	52
cls_0x49beb0	meth	1	meth_0x49beb0:v(d,d):15
cls_0x49c3f0	sum	1	fields=3 methods=0 lines=14
cls_0x49c3f0	num	1	24
cls_0x49c3f0	num	1	52
cls_0x49c3f0	num	1	56
cls_0x49c830	sum	1	fields=2 methods=2 lines=77
cls_0x49c830	num	1	124
cls_0x49c830	num	1	60
cls_0x49c830	meth	1	meth_0x49c830:v():32
cls_0x49c830	meth	1	meth_0x49c890:v():32
cls_0x49c960	sum	1	fields=1 methods=0 lines=23
cls_0x49c970	sum	1	fields=1 methods=1 lines=36
cls_0x49c970	num	1	0x18
cls_0x49c970	meth	1	meth_0x49c970:v():24
cls_0x49c9b0	sum	1	fields=1 methods=1 lines=39
cls_0x49c9b0	num	2	0x18
cls_0x49c9b0	num	1	0x1f
cls_0x49c9b0	num	1	0x7c
cls_0x49c9b0	num	1	0xffe17b80
cls_0x49c9b0	meth	1	meth_0x49c9b0:v():27
cls_0x49cbf0	sum	1	fields=1 methods=1 lines=27
cls_0x49cbf0	num	1	0x1f
cls_0x49cbf0	meth	1	meth_0x49cbf0:d(d):15
cls_0x49ce00	sum	1	fields=1 methods=0 lines=31
cls_0x49ce00	api	1	_strncpy
cls_0x49ce40	sum	1	fields=3 methods=0 lines=14
cls_0x49d2a0	sum	1	fields=3 methods=2 lines=177
cls_0x49d2a0	str	2	s_s__s_def
cls_0x49d2a0	str	1	63t__4091s
cls_0x49d2a0	str	1	RETURN_expected
cls_0x49d2a0	str	1	Syntax_error_in_header
cls_0x49d2a0	str	1	english
cls_0x49d2a0	str	1	s_s__s_dialog_def
cls_0x49d2a0	str	1	tag__line__expected
cls_0x49d2a0	num	3	0x58
cls_0x49d2a0	num	2	0x14
cls_0x49d2a0	num	2	0x65bc18
cls_0x49d2a0	num	1	0x0049d5ac
cls_0x49d2a0	num	1	0x0049d5df
cls_0x49d2a0	num	1	0x0049d5f5
cls_0x49d2a0	num	1	0x0049d5fb
cls_0x49d2a0	num	1	0x0049d60f
cls_0x49d2a0	num	1	0x0049d612
cls_0x49d2a0	num	1	0x18
cls_0x49d2a0	num	1	0x2000
cls_0x49d2a0	num	1	20
cls_0x49d2a0	num	1	24
cls_0x49d2a0	num	1	36
cls_0x49d2a0	num	1	40
cls_0x49d2a0	meth	1	meth_0x49d2a0:d(d,d,d,d,d,d,b,d,d,b,d,d,d):118
cls_0x49d2a0	meth	1	meth_0x49d650:v():36
cls_0x49e330	sum	1	fields=1 methods=0 lines=24
cls_0x49e350	sum	1	fields=1 methods=1 lines=26
cls_0x49e350	meth	1	meth_0x49e350:v():14
cls_0x49e370	sum	1	fields=1 methods=2 lines=65
cls_0x49e370	api	1	CreateEventA
cls_0x49e370	api	1	MMRESULT
cls_0x49e370	num	3	0x29
cls_0x49e370	num	1	0x2a
cls_0x49e370	meth	1	meth_0x49e370:b():34
cls_0x49e370	meth	1	meth_0x49e410:v():19
cls_0x49e490	sum	1	fields=12 methods=1 lines=101
cls_0x49e490	num	4	0x96048
cls_0x49e490	num	2	0x18
cls_0x49e490	num	1	0x11
cls_0x49e490	num	1	0x12
cls_0x49e490	num	1	0x14
cls_0x49e490	num	1	0x1e0
cls_0x49e490	num	1	0x280
cls_0x49e490	num	1	0x6c
cls_0x49e490	num	1	0x96000
cls_0x49e490	num	1	20
cls_0x49e490	num	1	24
cls_0x49e490	num	1	28
cls_0x49e490	num	1	36
cls_0x49e490	num	1	40
cls_0x49e490	num	1	44
cls_0x49e490	num	1	48
cls_0x49e490	meth	1	meth_0x49e490:d(d):78
cls_0x49e610	sum	1	fields=7 methods=1 lines=64
cls_0x49e610	str	1	video_03d_bmp
cls_0x49e610	num	1	20
cls_0x49e610	num	1	24
cls_0x49e610	num	1	28
cls_0x49e610	num	1	36
cls_0x49e610	num	1	80
cls_0x49e610	meth	1	meth_0x49e610:v():46
cls_0x49e6d0	sum	1	fields=8 methods=2 lines=64
cls_0x49e6d0	str	1	video_03d_bmp
cls_0x49e6d0	num	1	0x10000
cls_0x49e6d0	num	1	0x18
cls_0x49e6d0	num	1	24
cls_0x49e6d0	num	1	28
cls_0x49e6d0	num	1	40
cls_0x49e6d0	num	1	44
cls_0x49e6d0	num	1	48
cls_0x49e6d0	num	1	80
cls_0x49e6d0	meth	1	meth_0x49e6d0:v():17
cls_0x49e6d0	meth	1	meth_0x49e710:v():28
cls_0x49e790	sum	1	fields=8 methods=1 lines=101
cls_0x49e790	str	1	video_03d_bmp
cls_0x49e790	num	1	0x1f
cls_0x49e790	num	1	0x24
cls_0x49e790	num	1	0x5c
cls_0x49e790	num	1	0x80000000
cls_0x49e790	num	1	20
cls_0x49e790	num	1	24
cls_0x49e790	num	1	28
cls_0x49e790	num	1	40
cls_0x49e790	num	1	44
cls_0x49e790	num	1	48
cls_0x49e790	meth	1	meth_0x49e790:v():82
cls_0x49e980	sum	1	fields=8 methods=0 lines=108
cls_0x49e980	num	3	0x200
cls_0x49e980	num	3	0x3fffffff
cls_0x49e980	num	3	24
cls_0x49e980	num	1	0x100
cls_0x49e980	num	1	0x41
cls_0x49e980	num	1	272
cls_0x49e980	num	1	400
cls_0x49e980	num	1	404
cls_0x49e980	num	1	444
cls_0x49e980	num	1	468
cls_0x49e980	num	1	492
cls_0x49e980	num	1	496
cls_0x49e980	num	1	500
cls_0x49ead0	sum	1	fields=9 methods=14 lines=1590
cls_0x49ead0	str	1	Unable_to_allocate_zip_mem_block
cls_0x49ead0	api	4	_strncpy
cls_0x49ead0	api	3	_strrchr
cls_0x49ead0	num	7	0x1e
cls_0x49ead0	num	6	0x14
cls_0x49ead0	num	6	0x18
cls_0x49ead0	num	6	0x3fffffff
cls_0x49ead0	num	5	0x4000
cls_0x49ead0	num	4	0x104
cls_0x49ead0	num	4	0x16
cls_0x49ead0	num	4	0x4034b50
cls_0x49ead0	num	4	0x6054b50
cls_0x49ead0	num	3	0x1c
cls_0x49ead0	num	3	0x200
cls_0x49ead0	num	3	0x2014b50
cls_0x49ead0	num	3	0x2a
cls_0x49ead0	num	3	0x5c
cls_0x49ead0	num	3	0xfffffffc
cls_0x49ead0	num	3	24
cls_0x49ead0	num	2	0x103
cls_0x49ead0	num	2	0x34
cls_0x49ead0	num	2	0x38
cls_0x49ead0	num	2	0x41
cls_0x49ead0	num	2	0x668b14
cls_0x49ead0	num	2	260
cls_0x49ead0	num	1	0x100
cls_0x49ead0	num	1	0x22
cls_0x49ead0	num	1	0x26
cls_0x49ead0	num	1	0x2e
cls_0x49ead0	num	1	0x30
cls_0x49ead0	num	1	0x3c
cls_0x49ead0	num	1	0x3f
cls_0x49ead0	num	1	0x417
cls_0x49ead0	num	1	0x668b10
cls_0x49ead0	num	1	0x7f
cls_0x49ead0	num	1	0xffff0000
cls_0x49ead0	num	1	0xfffffffb
cls_0x49ead0	num	1	272
cls_0x49ead0	num	1	399
cls_0x49ead0	num	1	400
cls_0x49ead0	num	1	404
cls_0x49ead0	num	1	444
cls_0x49ead0	num	1	468
cls_0x49ead0	num	1	492
cls_0x49ead0	num	1	496
cls_0x49ead0	num	1	500
cls_0x49ead0	num	1	65
cls_0x49ead0	meth	1	meth_0x49ec40:v():56
cls_0x49ead0	meth	1	meth_0x49ee20:d(p):118
cls_0x49ead0	meth	1	meth_0x49eff0:v():104
cls_0x49ead0	meth	1	meth_0x49f180:v():18
cls_0x49ead0	meth	1	meth_0x49f1b0:d():32
cls_0x49ead0	meth	1	meth_0x49f3d0:d(d):20
cls_0x49ead0	meth	1	meth_0x49f470:p(p):262
cls_0x49ead0	meth	1	meth_0x49fb80:d(d,p):179
cls_0x49ead0	meth	1	meth_0x49ff40:d():100
cls_0x49ead0	meth	1	meth_0x4a0180:d(p):79
cls_0x49ead0	meth	1	meth_0x4a0380:d(d):84
cls_0x49ead0	meth	1	meth_0x4a06a0:p():114
cls_0x49ead0	meth	1	meth_0x4a0890:p():217
cls_0x49ead0	meth	1	meth_0x4a0e70:d():95
cls_0x49ed40	sum	1	fields=21 methods=0 lines=32
cls_0x49ed40	num	1	272
cls_0x49ed40	num	1	400
cls_0x49ed40	num	1	404
cls_0x49ed40	num	1	408
cls_0x49ed40	num	1	412
cls_0x49ed40	num	1	420
cls_0x49ed40	num	1	444
cls_0x49ed40	num	1	448
cls_0x49ed40	num	1	452
cls_0x49ed40	num	1	460
cls_0x49ed40	num	1	468
cls_0x49ed40	num	1	472
cls_0x49ed40	num	1	476
cls_0x49ed40	num	1	484
cls_0x49ed40	num	1	488
cls_0x49ed40	num	1	492
cls_0x49ed40	num	1	496
cls_0x49ed40	num	1	500
cls_0x4a0d20	sum	1	fields=5 methods=1 lines=64
cls_0x4a0d20	num	1	400
cls_0x4a0d20	num	1	404
cls_0x4a0d20	num	1	420
cls_0x4a0d20	num	1	424
cls_0x4a0d20	meth	1	meth_0x4a0d20:d(p,d):48
cls_0x4a0e10	sum	1	fields=6 methods=0 lines=17
cls_0x4a0e10	num	1	400
cls_0x4a0e10	num	1	404
cls_0x4a0e10	num	1	420
cls_0x4a0e10	num	1	440
cls_0x4a0e10	num	1	444
cls_0x4a1050	sum	1	fields=0 methods=0 lines=57
cls_0x4a1050	num	2	24
cls_0x4a1050	num	1	0x3fffffff
cls_0x4a1050	num	1	0x668b14
cls_0x4a1120	sum	1	fields=2 methods=1 lines=38
cls_0x4a1120	num	1	0x110
cls_0x4a1120	num	1	20
cls_0x4a1120	num	1	400
cls_0x4a1120	meth	1	meth_0x4a1120:d():25
cls_0x4a21a0	sum	1	fields=6 methods=1 lines=28
cls_0x4a21a0	num	1	0x48
cls_0x4a21a0	num	1	28
cls_0x4a21a0	num	1	36
cls_0x4a21a0	num	1	44
cls_0x4a21a0	num	1	52
cls_0x4a21a0	num	1	60
cls_0x4a21a0	num	1	68
cls_0x4a21a0	num	1	72
cls_0x4a21a0	meth	1	meth_0x4a21a0:d():11
cls_0x4a22f0	sum	1	fields=7 methods=2 lines=298
cls_0x4a22f0	api	1	_param_10
cls_0x4a22f0	num	2	0x16
cls_0x4a22f0	num	2	0x1f
cls_0x4a22f0	num	2	0x80000000
cls_0x4a22f0	num	1	0x12
cls_0x4a22f0	num	1	0x15
cls_0x4a22f0	num	1	0x20000
cls_0x4a22f0	num	1	0x28
cls_0x4a22f0	num	1	0x30
cls_0x4a22f0	num	1	0x38
cls_0x4a22f0	num	1	0xc00
cls_0x4a22f0	num	1	48
cls_0x4a22f0	num	1	56
cls_0x4a22f0	num	1	68
cls_0x4a22f0	num	1	72
cls_0x4a22f0	num	1	76
cls_0x4a22f0	meth	1	meth_0x4a22f0:d(d,w):122
cls_0x4a22f0	meth	1	meth_0x4a2510:d(d,d,p,d,d,d,d,d,d,w,d,d):158
cls_0x4a2770	sum	1	fields=6 methods=0 lines=17
cls_0x4a2770	num	1	48
cls_0x4a2770	num	1	56
cls_0x4a2770	num	1	72
cls_0x4a2770	num	1	76
cls_0x4a3060	sum	1	fields=4 methods=1 lines=40
cls_0x4a3060	num	1	24
cls_0x4a3060	num	1	28
cls_0x4a3060	meth	1	meth_0x4a3060:b(d):25
cls_0x4a4eb0	sum	1	fields=4 methods=0 lines=15
cls_0x4a4f50	sum	1	fields=3 methods=1 lines=197
cls_0x4a4f50	meth	1	meth_0x4a5590:d():13
cls_0x4aa0c0	sum	1	fields=11 methods=3 lines=205
cls_0x4aa0c0	num	13	0x13
cls_0x4aa0c0	num	3	0x24
cls_0x4aa0c0	num	3	0x44
cls_0x4aa0c0	num	2	0x1f
cls_0x4aa0c0	num	2	0x48
cls_0x4aa0c0	num	2	0x5c
cls_0x4aa0c0	num	1	0x11
cls_0x4aa0c0	num	1	0x400000
cls_0x4aa0c0	num	1	0x669de8
cls_0x4aa0c0	num	1	0x80000000
cls_0x4aa0c0	num	1	0xfffffbff
cls_0x4aa0c0	num	1	120
cls_0x4aa0c0	num	1	140
cls_0x4aa0c0	num	1	144
cls_0x4aa0c0	num	1	20
cls_0x4aa0c0	num	1	24
cls_0x4aa0c0	num	1	28
cls_0x4aa0c0	num	1	36
cls_0x4aa0c0	num	1	40
cls_0x4aa0c0	num	1	44
cls_0x4aa0c0	meth	1	meth_0x4aa0c0:d():54
cls_0x4aa0c0	meth	1	meth_0x4aa930:d():32
cls_0x4aa0c0	meth	1	meth_0x4aa9d0:d():97
cls_0x4aaeb0	sum	1	fields=1 methods=1 lines=333
cls_0x4aaeb0	num	53	0x13
cls_0x4aaeb0	num	4	0x100
cls_0x4aaeb0	num	4	0x44
cls_0x4aaeb0	num	3	0x8c
cls_0x4aaeb0	num	2	0x14
cls_0x4aaeb0	num	2	0x5c
cls_0x4aaeb0	num	2	0x7f
cls_0x4aaeb0	num	2	0xfffffff3
cls_0x4aaeb0	num	1	0x22
cls_0x4aaeb0	num	1	0x24
cls_0x4aaeb0	num	1	0x400022
cls_0x4aaeb0	num	1	0x400024
cls_0x4aaeb0	num	1	0x7c
cls_0x4aaeb0	num	1	120
cls_0x4aaeb0	num	1	124
cls_0x4aaeb0	meth	1	meth_0x4aaeb0:d(d,d,d,d,d):321
cls_0x4acb80	sum	1	fields=2 methods=2 lines=208
cls_0x4acb80	api	3	GetTextExtentPoint32A
cls_0x4acb80	api	1	GetWindowDC
cls_0x4acb80	api	1	ReleaseDC
cls_0x4acb80	num	2	0x58
cls_0x4acb80	num	1	0x100
cls_0x4acb80	num	1	0x28
cls_0x4acb80	num	1	0x38
cls_0x4acb80	num	1	0x50
cls_0x4acb80	num	1	0x54
cls_0x4acb80	num	1	0x5c
cls_0x4acb80	num	1	20
cls_0x4acb80	num	1	24
cls_0x4acb80	num	1	88
cls_0x4acb80	meth	1	meth_0x4acb80:d(d,p,d,d,d,d):178
cls_0x4acb80	meth	1	meth_0x521c60:d():17
cls_0x4acee0	sum	1	fields=2 methods=1 lines=37
cls_0x4acee0	num	2	0x102
cls_0x4acee0	meth	1	meth_0x4acee0:d():24
cls_0x4bc260	sum	1	fields=2 methods=1 lines=25
cls_0x4bc260	num	1	140
cls_0x4bc260	num	1	144
cls_0x4bc260	meth	1	meth_0x4bc260:v():12
cls_0x4bc280	sum	1	fields=2 methods=1 lines=25
cls_0x4bc280	num	1	140
cls_0x4bc280	num	1	144
cls_0x4bc280	meth	1	meth_0x4bc280:v():12
cls_0x4bc2a0	sum	1	fields=8 methods=2 lines=187
cls_0x4bc2a0	str	1	d__revenant_Movies_cpp
cls_0x4bc2a0	api	1	DispatchMessageA
cls_0x4bc2a0	api	1	PeekMessageA
cls_0x4bc2a0	num	5	0x7f7f
cls_0x4bc2a0	num	5	0x80000000
cls_0x4bc2a0	num	2	0x24
cls_0x4bc2a0	num	2	0xfe000
cls_0x4bc2a0	num	1	0x12
cls_0x4bc2a0	num	1	0x1f
cls_0x4bc2a0	num	1	0x374
cls_0x4bc2a0	num	1	0x50
cls_0x4bc2a0	num	1	0x58
cls_0x4bc2a0	num	1	0x5c
cls_0x4bc2a0	num	1	0x68
cls_0x4bc2a0	num	1	0x6c
cls_0x4bc2a0	num	1	0x78
cls_0x4bc2a0	num	1	0x7c
cls_0x4bc2a0	num	1	0x8000
cls_0x4bc2a0	num	1	0x887601ae
cls_0x4bc2a0	num	1	0x887601c2
cls_0x4bc2a0	num	1	0x8876021c
cls_0x4bc2a0	num	1	132
cls_0x4bc2a0	num	1	140
cls_0x4bc2a0	num	1	144
cls_0x4bc2a0	num	1	24
cls_0x4bc2a0	num	1	44
cls_0x4bc2a0	meth	1	meth_0x4bc2a0:v():55
cls_0x4bc2a0	meth	1	meth_0x4bc470:v():113
cls_0x4bc850	sum	1	fields=7 methods=1 lines=53
cls_0x4bc850	num	1	0x18
cls_0x4bc850	num	1	0x24
cls_0x4bc850	num	1	104
cls_0x4bc850	num	1	56
cls_0x4bc850	meth	1	meth_0x4bc850:v():35
cls_0x4bd8c0	sum	1	fields=1 methods=1 lines=72
cls_0x4bd8c0	num	1	0x100000
cls_0x4bd8c0	num	1	0x1f
cls_0x4bd8c0	num	1	0x58
cls_0x4bd8c0	meth	1	meth_0x4bd8c0:v(d,d,p,d):60
cls_0x4bd970	sum	1	fields=1 methods=0 lines=12
cls_0x4bdbb0	sum	1	fields=1 methods=0 lines=12
cls_0x4bddc0	sum	1	fields=1 methods=1 lines=71
